case_index,route_id,pattern_group,pattern_id,n_links,n_intersections,design_speed_kmh,evaluation_speed_kmh,cycle_length_s,offset_step_s,grid_size_each_axis,number_of_offset_patterns,lengths_m,green_ratios,demand_veh_per_s,d_min_s_per_veh,representative_offsets_s,representative_x1_s,representative_x2_s,representative_x3_s,number_of_exact_optima,number_within_0p1s,number_within_0p5s,number_within_1p0s,FTT_s_per_veh,TTT_s_per_veh,runtime_sec,hostname,delay_file,optima_file,array_definition,lambda01_design,lambda12_design,lambda23_design,L01_m,L12_m,L23_m,g0,g1,g2,g3
78,R2_S07,random_short_2link,2S07,2,3,30,20,120,1.2,100,10000,"[120.0, 178.0]","[0.4, 0.7, 0.4]",0.4,15.35999966,"[98.4000015258789, 46.79999923706055]",98.40000153,46.79999924,,119,119,119,119,53.64,69,2.933516026,BuiltPC01,results_60routes\full_delay\case_0078__R2_S07__v20p0_delays.npy,results_60routes\optima\case_0078__R2_S07__v20p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.12,0.178,,120,178,,0.4,0.7,0.4,
79,R2_S07,random_short_2link,2S07,2,3,30,22.5,120,1.2,100,10000,"[120.0, 178.0]","[0.4, 0.7, 0.4]",0.4,15.31999969,"[100.80000305175781, 45.599998474121094]",100.8000031,45.59999847,,69,69,69,69,47.68,63,3.066882372,BuiltPC01,results_60routes\full_delay\case_0079__R2_S07__v22p5_delays.npy,results_60routes\optima\case_0079__R2_S07__v22p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.12,0.178,,120,178,,0.4,0.7,0.4,
80,R2_S07,random_short_2link,2S07,2,3,30,25,120,1.2,100,10000,"[120.0, 178.0]","[0.4, 0.7, 0.4]",0.4,17.08799934,"[102.0, 43.20000076293945]",102,43.20000076,,29,29,29,87,42.912,60,3.167996883,BuiltPC01,results_60routes\full_delay\case_0080__R2_S07__v25p0_delays.npy,results_60routes\optima\case_0080__R2_S07__v25p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.12,0.178,,120,178,,0.4,0.7,0.4,
81,R2_S07,random_short_2link,2S07,2,3,30,27.5,120,1.2,100,10000,"[120.0, 178.0]","[0.4, 0.7, 0.4]",0.4,20.98908997,"[0.0, 39.599998474121094]",0,39.59999847,,395,395,455,589,39.01090909,60,3.028612614,BuiltPC01,results_60routes\full_delay\case_0081__R2_S07__v27p5_delays.npy,results_60routes\optima\case_0081__R2_S07__v27p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.12,0.178,,120,178,,0.4,0.7,0.4,
82,R2_S07,random_short_2link,2S07,2,3,30,30,120,1.2,100,10000,"[120.0, 178.0]","[0.4, 0.7, 0.4]",0.4,24.23999977,"[0.0, 36.0]",0,36,,925,925,925,925,35.76,60,3.020992041,BuiltPC01,results_60routes\full_delay\case_0082__R2_S07__v30p0_delays.npy,results_60routes\optima\case_0082__R2_S07__v30p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.12,0.178,,120,178,,0.4,0.7,0.4,
83,R2_S07,random_short_2link,2S07,2,3,30,32.5,120,1.2,100,10000,"[120.0, 178.0]","[0.4, 0.7, 0.4]",0.4,26.99076843,"[0.0, 33.599998474121094]",0,33.59999847,,1215,1215,1275,1441,33.00923077,60,2.941800594,BuiltPC01,results_60routes\full_delay\case_0083__R2_S07__v32p5_delays.npy,results_60routes\optima\case_0083__R2_S07__v32p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.12,0.178,,120,178,,0.4,0.7,0.4,
84,R2_S07,random_short_2link,2S07,2,3,30,35,120,1.2,100,10000,"[120.0, 178.0]","[0.4, 0.7, 0.4]",0.4,29.34857178,"[0.0, 31.200000762939453]",0,31.20000076,,1581,1581,1679,1830,30.65142857,60,3.141142845,BuiltPC01,results_60routes\full_delay\case_0084__R2_S07__v35p0_delays.npy,results_60routes\optima\case_0084__R2_S07__v35p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.12,0.178,,120,178,,0.4,0.7,0.4,
85,R2_S07,random_short_2link,2S07,2,3,30,37.5,120,1.2,100,10000,"[120.0, 178.0]","[0.4, 0.7, 0.4]",0.4,31.3920002,"[0.0, 28.799999237060547]",0,28.79999924,,1970,1970,2030,2090,28.608,60,2.999644995,BuiltPC01,results_60routes\full_delay\case_0085__R2_S07__v37p5_delays.npy,results_60routes\optima\case_0085__R2_S07__v37p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.12,0.178,,120,178,,0.4,0.7,0.4,
86,R2_S07,random_short_2link,2S07,2,3,30,40,120,1.2,100,10000,"[120.0, 178.0]","[0.4, 0.7, 0.4]",0.4,33.18000031,"[0.0, 27.600000381469727]",0,27.60000038,,2230,2230,2230,2430,26.82,60,3.023490429,BuiltPC01,results_60routes\full_delay\case_0086__R2_S07__v40p0_delays.npy,results_60routes\optima\case_0086__R2_S07__v40p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.12,0.178,,120,178,,0.4,0.7,0.4,
87,R2_S07,random_short_2link,2S07,2,3,30,42.5,120,1.2,100,10000,"[120.0, 178.0]","[0.4, 0.7, 0.4]",0.4,34.75764847,"[0.0, 26.399999618530273]",0,26.39999962,,2430,2570,2570,2690,25.24235294,60,3.059006453,BuiltPC01,results_60routes\full_delay\case_0087__R2_S07__v42p5_delays.npy,results_60routes\optima\case_0087__R2_S07__v42p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.12,0.178,,120,178,,0.4,0.7,0.4,
88,R2_S07,random_short_2link,2S07,2,3,30,45,120,1.2,100,10000,"[120.0, 178.0]","[0.4, 0.7, 0.4]",0.4,35.75999832,"[0.0, 0.0]",0,0,,1561,1561,4423,4423,23.84,59.6,2.976634502,BuiltPC01,results_60routes\full_delay\case_0088__R2_S07__v45p0_delays.npy,results_60routes\optima\case_0088__R2_S07__v45p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.12,0.178,,120,178,,0.4,0.7,0.4,
89,R2_S07,random_short_2link,2S07,2,3,30,47.5,120,1.2,100,10000,"[120.0, 178.0]","[0.4, 0.7, 0.4]",0.4,33.87789536,"[0.0, 0.0]",0,0,,1455,1455,1515,1561,22.58526316,56.46315789,2.982816935,BuiltPC01,results_60routes\full_delay\case_0089__R2_S07__v47p5_delays.npy,results_60routes\optima\case_0089__R2_S07__v47p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.12,0.178,,120,178,,0.4,0.7,0.4,
90,R2_S07,random_short_2link,2S07,2,3,30,50,120,1.2,100,10000,"[120.0, 178.0]","[0.4, 0.7, 0.4]",0.4,32.18399811,"[0.0, 0.0]",0,0,,1365,1365,1455,1455,21.456,53.64,3.005660295,BuiltPC01,results_60routes\full_delay\case_0090__R2_S07__v50p0_delays.npy,results_60routes\optima\case_0090__R2_S07__v50p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.12,0.178,,120,178,,0.4,0.7,0.4,
91,R2_S08,random_short_2link,2S08,2,3,30,20,120,1.2,100,10000,"[144.0, 114.0]","[0.4, 0.56, 0.4]",0.4,40.86000061,"[26.399999618530273, 25.200000762939453]",26.39999962,25.20000076,,779,779,779,817,46.44,87.3,2.964365482,BuiltPC01,results_60routes\full_delay\case_0091__R2_S08__v20p0_delays.npy,results_60routes\optima\case_0091__R2_S08__v20p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.144,0.114,,144,114,,0.4,0.56,0.4,
92,R2_S08,random_short_2link,2S08,2,3,30,22.5,120,1.2,100,10000,"[144.0, 114.0]","[0.4, 0.56, 0.4]",0.4,37.91999817,"[0.0, 26.399999618530273]",0,26.39999962,,598,598,598,690,41.28,79.2,3.103795052,BuiltPC01,results_60routes\full_delay\case_0092__R2_S08__v22p5_delays.npy,results_60routes\optima\case_0092__R2_S08__v22p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.144,0.114,,144,114,,0.4,0.56,0.4,
93,R2_S08,random_short_2link,2S08,2,3,30,25,120,1.2,100,10000,"[144.0, 114.0]","[0.4, 0.56, 0.4]",0.4,31.72800064,"[0.0, 31.200000762939453]",0,31.20000076,,190,266,278,280,37.152,68.88,3.012471676,BuiltPC01,results_60routes\full_delay\case_0093__R2_S08__v25p0_delays.npy,results_60routes\optima\case_0093__R2_S08__v25p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.144,0.114,,144,114,,0.4,0.56,0.4,
94,R2_S08,random_short_2link,2S08,2,3,30,27.5,120,1.2,100,10000,"[144.0, 114.0]","[0.4, 0.56, 0.4]",0.4,26.66181755,"[0.0, 33.599998474121094]",0,33.59999847,,32,32,34,36,33.77454545,60.43636364,3.081574678,BuiltPC01,results_60routes\full_delay\case_0094__R2_S08__v27p5_delays.npy,results_60routes\optima\case_0094__R2_S08__v27p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.144,0.114,,144,114,,0.4,0.56,0.4,
95,R2_S08,random_short_2link,2S08,2,3,30,30,120,1.2,100,10000,"[144.0, 114.0]","[0.4, 0.56, 0.4]",0.4,29.04000092,"[0.0, 31.200000762939453]",0,31.20000076,,180,180,180,200,30.96,60,3.009841681,BuiltPC01,results_60routes\full_delay\case_0095__R2_S08__v30p0_delays.npy,results_60routes\optima\case_0095__R2_S08__v30p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.144,0.114,,144,114,,0.4,0.56,0.4,
96,R2_S08,random_short_2link,2S08,2,3,30,32.5,120,1.2,100,10000,"[144.0, 114.0]","[0.4, 0.56, 0.4]",0.4,31.42153931,"[0.0, 28.799999237060547]",0,28.79999924,,360,360,378,396,28.57846154,60,3.111502171,BuiltPC01,results_60routes\full_delay\case_0096__R2_S08__v32p5_delays.npy,results_60routes\optima\case_0096__R2_S08__v32p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.144,0.114,,144,114,,0.4,0.56,0.4,
97,R2_S08,random_short_2link,2S08,2,3,30,35,120,1.2,100,10000,"[144.0, 114.0]","[0.4, 0.56, 0.4]",0.4,33.46285629,"[0.0, 27.600000381469727]",0,27.60000038,,484,484,572,598,26.53714286,60,3.021398306,BuiltPC01,results_60routes\full_delay\case_0097__R2_S08__v35p0_delays.npy,results_60routes\optima\case_0097__R2_S08__v35p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.144,0.114,,144,114,,0.4,0.56,0.4,
98,R2_S08,random_short_2link,2S08,2,3,30,37.5,120,1.2,100,10000,"[144.0, 114.0]","[0.4, 0.56, 0.4]",0.4,35.23199844,"[0.0, 25.200000762939453]",0,25.20000076,,690,690,720,846,24.768,60,3.058792353,BuiltPC01,results_60routes\full_delay\case_0098__R2_S08__v37p5_delays.npy,results_60routes\optima\case_0098__R2_S08__v37p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.144,0.114,,144,114,,0.4,0.56,0.4,
99,R2_S08,random_short_2link,2S08,2,3,30,40,120,1.2,100,10000,"[144.0, 114.0]","[0.4, 0.56, 0.4]",0.4,34.83000183,"[0.0, 0.0]",0,0,,981,981,1015,1093,23.22,58.05,3.139314651,BuiltPC01,results_60routes\full_delay\case_0099__R2_S08__v40p0_delays.npy,results_60routes\optima\case_0099__R2_S08__v40p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.144,0.114,,144,114,,0.4,0.56,0.4,
100,R2_S08,random_short_2link,2S08,2,3,30,42.5,120,1.2,100,10000,"[144.0, 114.0]","[0.4, 0.56, 0.4]",0.4,32.78117752,"[0.0, 0.0]",0,0,,949,949,949,949,21.85411765,54.63529412,3.03950882,BuiltPC01,results_60routes\full_delay\case_0100__R2_S08__v42p5_delays.npy,results_60routes\optima\case_0100__R2_S08__v42p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.144,0.114,,144,114,,0.4,0.56,0.4,
101,R2_S08,random_short_2link,2S08,2,3,30,45,120,1.2,100,10000,"[144.0, 114.0]","[0.4, 0.56, 0.4]",0.4,30.95999908,"[0.0, 0.0]",0,0,,845,845,845,913,20.64,51.6,3.008808374,BuiltPC01,results_60routes\full_delay\case_0101__R2_S08__v45p0_delays.npy,results_60routes\optima\case_0101__R2_S08__v45p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.144,0.114,,144,114,,0.4,0.56,0.4,
102,R2_S08,random_short_2link,2S08,2,3,30,47.5,120,1.2,100,10000,"[144.0, 114.0]","[0.4, 0.56, 0.4]",0.4,29.33052635,"[0.0, 0.0]",0,0,,813,813,813,813,19.55368421,48.88421053,2.984123707,BuiltPC01,results_60routes\full_delay\case_0102__R2_S08__v47p5_delays.npy,results_60routes\optima\case_0102__R2_S08__v47p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.144,0.114,,144,114,,0.4,0.56,0.4,
103,R2_S08,random_short_2link,2S08,2,3,30,50,120,1.2,100,10000,"[144.0, 114.0]","[0.4, 0.56, 0.4]",0.4,27.86400032,"[0.0, 0.0]",0,0,,717,717,751,813,18.576,46.44,3.025773048,BuiltPC01,results_60routes\full_delay\case_0103__R2_S08__v50p0_delays.npy,results_60routes\optima\case_0103__R2_S08__v50p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.144,0.114,,144,114,,0.4,0.56,0.4,
104,R2_S09,random_short_2link,2S09,2,3,30,20,120,1.2,100,10000,"[189.0, 89.0]","[0.4, 0.48, 0.4]",0.4,38.00999832,"[34.79999923706055, 28.799999237060547]",34.79999924,28.79999924,,665,665,665,775,50.04,88.05,3.113143682,BuiltPC01,results_60routes\full_delay\case_0104__R2_S09__v20p0_delays.npy,results_60routes\optima\case_0104__R2_S09__v20p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.189,0.089,,189,89,,0.4,0.48,0.4,
